Row,mkpsq,mppisq,cos_theta,phi_p,chi
4054,4.0211416,1.5047659,0.3300365,-3.039036,0.8973781
4055,3.0668653,2.3956840,0.9728472,2.4446771,2.0884615
4056,3.5128380,1.5778343,0.3974152,2.9097181,0.2286996
4057,3.2738089,2.2888851,-0.598644,-2.563751,-0.636344
4058,3.4354180,2.2548446,0.9351300,2.7336665,-0.728872
4059,4.0004556,1.4012979,0.5712259,1.6676267,-2.505156
4060,2.8219190,2.6366568,0.8433135,0.8276372,2.1881592
4061,4.2505109,1.5269053,0.6513169,2.3880932,2.9747023
4062,2.3123723,3.1476843,-0.758883,0.2275104,2.4654753
4063,4.3939180,1.1976933,0.8690340,1.4720239,2.9204881
4064,3.1207310,2.4447373,0.1840720,-1.356077,-1.896995
4065,3.8839378,1.6735303,0.8540422,-2.347985,-1.896564
4066,3.8176381,1.3468225,-0.920876,1.5563002,-2.102934
4067,2.2817707,2.5315604,-0.381454,-1.418427,-1.404191
4068,3.8450231,1.6021431,-0.090363,-0.451642,1.4633388
4069,4.4104454,1.2817778,-0.793143,2.8617201,-1.322233
4070,3.3534523,2.3110398,0.0861355,-1.300759,-1.677800
4071,3.1244577,2.4432237,0.2976691,1.8096022,1.5456049
4072,4.1786138,1.7344868,0.0479697,2.9620980,0.9687608
4073,3.0793263,2.5087144,-0.234365,3.1118982,2.0242254
4074,2.5125314,2.114589,-0.785351,0.8541607,-1.594717
4075,3.3283849,1.5116313,-0.757824,2.4722417,-2.488373
4076,3.6969264,1.8513259,-0.195447,2.4294251,-2.528704
4077,3.7016809,1.6486286,-0.463315,2.6942400,-0.377922
4078,4.0603546,1.4660570,-0.357273,-0.331711,-0.171312
4079,2.8185309,2.2379813,0.6069677,2.7697446,0.5635957
4080,4.2258448,1.3451052,0.3708793,2.1828831,-0.084150
4081,3.3175201,1.9927679,-0.543400,-1.075268,2.6295083
4082,3.4957780,1.4241887,0.4117158,0.1386158,-1.746820
4083,4.2409459,1.3379796,0.5911759,1.0392398,1.6459248
4084,2.9195928,2.6491738,0.4473506,-2.104713,-0.676863
4085,4.2514690,1.3590928,-0.866130,1.9625761,2.9603447
4086,3.2814961,2.2735276,-0.993721,-0.853084,-0.063789
4087,2.6245731,2.8762691,-0.176842,-0.866047,1.7845345
4088,3.4852808,2.1175482,-0.639421,0.3347295,-2.422282
4089,2.8953182,1.8409872,0.9413003,-1.307313,0.3854646
4090,3.7605143,1.8827287,-0.366588,1.2151901,-0.312479
4091,3.3271388,2.2484047,-0.388235,0.3992005,-2.489574
4092,3.7692787,1.7833783,-0.942615,1.4450951,-1.926480
4093,3.4104701,2.1742761,0.8050268,-2.002094,0.0833491
4094,3.4814727,1.8695057,-0.211736,1.1185793,-3.103868
4095,2.9231343,2.7644051,0.4245558,-2.549786,1.4596612
4096,4.1825842,1.7026285,0.0364435,0.7802565,-2.435865
4097,4.3447761,1.5591711,0.3499058,-0.804229,0.6366250
4098,4.2245009,1.4019063,-0.012072,2.0661059,-1.823443
4099,2.6709376,2.9016167,0.9625407,1.1179722,-1.928151
4100,4.2679232,1.3096023,0.4208819,0.3554961,-2.934000
4101,3.8947910,1.9731939,-0.632517,0.5082263,0.5954067
4102,3.1501643,2.4311943,0.3522760,-1.029250,-2.937879
4103,4.2594228,1.3781557,0.0878160,-0.225779,1.5690721
4104,3.9300043,1.4968869,0.7046344,0.1473307,-0.532020
4105,3.3586965,2.2905377,-0.616339,-0.191596,-0.736035
4106,4.4922293,1.4424427,0.8820633,1.6283486,2.8199959
4107,3.7969566,1.7915088,-0.951956,2.8532405,2.8344285
4108,4.0999919,1.4866952,0.6370007,-2.932507,-2.635091
4109,4.1737616,1.6253272,0.3050860,-2.880174,-2.488688
4110,2.2678203,2.5412080,0.2537217,0.9824839,2.6477956
4111,2.5585370,3.0672766,-0.929791,-3.068720,0.2776098
4112,3.8249346,1.3946145,0.8197269,-2.975403,2.0193875
4113,3.3997691,1.6553486,-0.602276,1.5250705,0.6029158
4114,4.3974038,1.1865815,0.6925379,-0.996429,-0.352172
4115,2.3192738,2.4125942,0.4950051,2.3658905,1.6453337
4116,3.2491158,1.6559523,0.7380987,-2.089671,2.0322851
4117,3.9556886,1.6634935,-0.656135,2.5648637,1.0832183
4118,3.8064911,1.7368872,0.0290479,-2.932194,2.1803649
4119,3.7870962,1.3048068,0.0085989,-2.884605,-2.125013
4120,3.8503594,1.7464011,0.5244895,-0.455627,2.5047759
4121,4.2930413,1.2450479,0.0895990,-0.048627,3.0106431
4122,2.3204525,3.1742668,-0.296964,-2.063716,1.5083104
4123,2.9590048,2.6265862,0.2298633,0.1685740,2.4502012
4124,3.5583215,1.4807679,-0.287569,0.2703897,0.8830115
4125,4.1415175,1.4233986,0.3821498,1.3441629,0.9497479
4126,3.4953528,1.4450269,0.7259832,-0.953749,-0.246856
4127,3.6405795,2.005696,0.7957407,0.8362170,1.6280869
4128,3.6086392,1.9982878,0.3931997,0.7161475,2.7393486
4129,3.2776158,2.2801174,0.1502667,0.6679677,-3.087846
4130,4.3023714,1.3052776,-0.095104,1.5110422,-1.714824
4131,3.9226048,1.4841796,0.2090738,-2.569093,-1.844357
4132,4.1497197,1.6160164,0.7000200,-2.733372,0.0475910
4133,3.7155158,1.4799636,0.4998445,2.4681691,2.1294830
4134,2.5138268,3.0229804,-0.074665,3.0263760,-1.729613
4135,3.4317334,2.1656463,-0.606087,-0.466103,-0.965424
4136,2.9354991,2.5765847,-0.887582,0.3220619,0.4167514
4137,2.3216138,3.0954807,-0.698909,-0.323866,1.8763925
4138,3.8392222,1.7169752,0.4605888,0.9296302,1.3238287
4139,3.1924762,1.5555680,-0.711545,-3.122997,-0.075285
4140,3.5232160,1.4315805,-0.368730,-1.839037,0.4166316
4141,2.6201916,2.9240098,0.7416952,2.4193727,-2.571921
4142,3.2847374,1.7847248,-0.527896,-0.732938,-2.983470
4143,2.6926022,2.3471193,0.8810790,0.2164714,-0.665899
4144,3.2361104,1.6335316,0.7178674,0.4715771,-0.385208
4145,3.5594736,1.4403365,0.1185350,0.1564555,1.8011041
4146,3.0320077,2.5469248,-0.208043,-0.571887,-2.152997
4147,3.0313587,2.5054191,-0.130042,3.1378723,-2.497633
4148,3.1014775,1.7448423,0.3986975,0.7205964,0.7672099
4149,3.7813773,1.6990479,0.1022321,-2.385298,3.0289509
4150,4.1178416,1.3843348,0.1450921,1.4712843,0.7178845
4151,2.3397338,3.0445880,-0.105039,0.0549240,-0.140426
4152,3.0297327,1.7938621,-0.844205,-2.456891,1.2206867
4153,3.3598194,2.1915460,-0.983789,0.8402836,0.5353671
4154,4.4891073,1.4007149,0.4679412,-0.664282,2.6459184
4155,3.2787426,1.5592749,0.0580780,-1.348422,-2.336314
4156,3.7771172,1.3688537,0.1854232,1.7969267,1.9523926
4157,3.4959972,2.2932112,0.8135246,-0.958323,-2.166762
4158,2.3134426,2.5715813,0.8334636,-0.449691,-0.823042
4159,3.3429355,1.6039003,-0.270562,0.4384093,0.1468639
4160,2.7588016,1.8906745,-0.601025,1.7039345,-0.152467
4161,3.4024464,1.7326733,0.9444344,2.4710355,0.5094385
4162,3.2945346,1.6239824,0.8213061,1.3262237,-0.341761
4163,3.8639664,1.8282390,0.3888437,-2.889135,0.7611924
4164,2.9941388,2.5314548,-0.056179,2.5414294,0.0491892
4165,3.0577299,2.4995786,-0.576685,0.4100536,0.5354779
4166,3.4491873,1.4646332,-0.320052,1.1830986,0.9426310
4167,3.2063164,1.5907357,0.5187468,0.0592676,2.4374160
4168,3.7843314,1.7331151,0.6054553,-1.707148,2.8831101
4169,3.7702268,1.9313494,0.8263865,-0.401069,-1.238384
4170,4.0982487,1.6815129,0.6118890,2.9278609,0.2412559
4171,4.1331809,1.3749822,-0.003143,-2.333756,-1.531066
4172,2.6945333,2.8501143,-0.348471,1.8465261,-2.897437
4173,4.0553067,1.7925236,-0.160960,-1.408837,1.9309539
4174,4.3431637,1.3181076,0.8768254,-1.181078,-2.688148
4175,2.5106034,2.9906679,-0.388780,-0.002503,-2.414683
4176,3.5149685,1.5595414,-0.368714,2.1286726,2.1459058
4177,4.3956440,1.5521242,0.5608659,1.0281507,1.6836271
4178,3.9853876,1.5646102,-0.538794,1.1898909,0.9052774
4179,3.5500047,1.4857435,0.4851884,2.2480206,2.6319410
4180,4.0089044,1.5186410,-0.494519,2.1186504,0.9004652
4181,3.8224674,1.6871757,0.8750347,2.3441212,-1.452575
4182,2.6870713,2.6827117,-0.843735,-0.188953,2.4393376
4183,3.7988894,1.7460721,-0.727473,-1.615044,0.2101549
4184,3.4794784,2.1161605,-0.110430,1.3594426,-0.496379
4185,3.5170364,1.5367627,-0.158359,3.0123932,-2.844099
4186,4.3215216,1.5977998,0.2144355,-2.794363,0.0258274
4187,3.4868272,2.0145035,0.4279237,2.1846174,-0.821139
4188,4.2329557,1.5211367,0.5619621,1.7334108,1.5676113
4189,2.9084757,2.6723492,0.2178575,-0.165855,2.3825303
4190,2.9646895,1.8325574,-0.267889,0.8102609,1.0232894
4191,4.3021090,1.5653536,-0.301339,-2.034562,-0.727819
4192,3.6875019,1.7398728,-0.259263,0.6393155,2.2910019
4193,4.4127924,1.5235086,-0.359280,-1.503516,-3.085678
4194,3.8568230,2.0456992,0.1391463,2.5155503,-1.221818
4195,4.3053173,1.5376760,0.7164516,2.9431587,-1.234250
4196,2.2917590,2.7851254,-0.623196,2.9110975,-1.608406
4197,3.5708780,1.9379946,-0.114178,0.7873923,0.8964667
4198,4.2147520,1.5675384,0.1016637,-1.433738,2.4621007
4199,2.3709062,3.1894078,0.7070889,-3.077696,-2.532090
4200,3.8689837,1.6468480,-0.048367,1.0436645,-0.069251
4201,3.6307892,1.4308454,0.3221857,1.3609423,-1.165568
4202,3.4417392,1.5360813,-0.899129,2.4495494,2.9801504
4203,2.3399625,3.0816866,0.6830499,-1.039101,-3.058979
4204,4.2833161,1.2460393,-0.078745,-2.127924,-0.477963
4205,2.3419221,3.0976777,0.3263978,2.4334971,-1.987950
4206,4.2300441,1.2964706,-0.473836,1.3492773,2.5108875
4207,3.7164744,1.5428334,0.1054153,1.7028672,1.6785227
4208,2.2744632,3.1763313,-0.058182,0.5630171,-2.299383
4209,3.7717220,1.9399012,-0.974481,-2.417710,-1.649592
4210,3.8150033,1.8069653,-0.311532,2.9401944,2.7856909
4211,3.4675566,2.0429177,-0.335140,1.3958094,-2.246174
4212,4.1661097,1.4454315,0.6155338,-1.545182,-0.611726
4213,2.8241082,2.7588660,-0.762103,0.8707032,-3.134492
4214,3.1220156,1.6334718,-0.337418,1.2448593,2.5947765
4215,2.7751461,2.3116777,-0.807954,0.5140579,-0.714423
4216,4.4081685,1.3406779,0.0394097,0.4056520,2.7153081
4217,4.1991958,1.4828041,-0.104291,-1.165588,2.7770884
4218,4.1664099,1.4523694,-0.830686,1.5753841,-1.702837
4219,2.9488434,2.6880798,0.4528074,0.8325120,-1.384297
4220,3.9320412,1.5630479,-0.515105,-0.764694,2.8692596
4221,2.4086131,3.1399901,0.9505962,-0.130132,0.4074318
4222,4.2774184,1.5978537,-0.748592,0.8744462,1.8947977
4223,3.8927624,1.7751615,0.9938368,0.0638100,2.4289848
4224,3.0853403,2.4776109,0.4325321,1.0828118,2.5068888
4225,2.2537381,2.7530836,0.4788950,1.3075901,-2.149738
4226,2.2930053,2.4327910,0.8714360,-1.453017,1.2208309
4227,3.4131035,1.4609820,0.4196691,2.7292675,-1.612106
4228,2.5276401,3.0988165,-0.006180,3.0597500,-0.559410
4229,2.4309213,3.0715256,0.9931291,-1.039662,-0.011786
4230,2.3416561,2.2833996,0.0935576,0.5210298,0.8578310
4231,3.3007570,2.4430500,-0.209158,-1.245568,-1.203199
4232,3.2012888,2.3674435,-0.666078,3.1293450,3.0272054
4233,4.0408138,1.3594503,-0.304909,-2.906727,-2.102759
4234,4.3393678,1.2878490,0.1294805,-2.463825,-2.943427
4235,2.8818621,2.6613436,0.5416789,2.3762134,0.8647703
4236,2.6534615,2.9149742,0.3242507,1.8579314,1.0595079
4237,4.1291427,1.4604662,0.5405306,-0.277151,-2.175400
4238,2.3205866,3.1399948,-0.885923,1.0882146,-2.238744
4239,4.0500326,1.4859252,0.3873298,-0.486190,-1.914554
4240,3.5732822,1.4033441,0.5178581,-2.143578,-1.074596
4241,2.3059921,2.3932484,-0.702717,-0.539294,-1.802571
4242,4.0977883,1.4693726,0.3487191,0.7305065,-1.160393
4243,3.9773813,1.5406945,0.7034193,1.8318195,-0.822535
4244,2.6120197,2.3179114,-0.481114,1.8655792,-1.275440
4245,3.0757030,1.6677739,0.2186357,2.8782842,2.9522398
4246,3.6523324,1.9574272,-0.536482,-2.866850,1.1148547
4247,2.1172774,2.8009520,0.7000320,0.6333012,3.0663573
4248,4.3303589,1.2341538,0.7594368,-1.593431,2.8573688
4249,3.6004639,2.2408534,-0.285479,-2.317576,-2.446378
4250,2.9137719,2.6862536,0.9102107,1.8343966,2.0204998
4251,3.8918442,1.4693218,0.0224470,-2.463370,1.9448355
4252,2.8611571,2.7222930,-0.135339,0.2473526,0.9809305
4253,2.3691857,2.5181022,-0.919895,-0.937906,2.8386482
4254,4.2863225,1.2980736,-0.402817,-2.761800,2.6554987
4255,4.0944795,1.5563368,-0.234145,0.5811764,2.5977196
4256,3.5358546,2.0142832,-0.045562,1.0543887,-0.826464
4257,3.3994745,1.4568119,-0.983895,-1.073486,-2.210061
4258,2.3234676,2.4008957,0.1595874,-2.626857,-1.255602
4259,3.0878873,2.4979799,-0.799027,-1.706317,2.9283884
4260,4.3381290,1.4865866,0.9294983,-0.868142,-1.654345
4261,2.9039421,2.7002208,-0.576596,3.0659399,0.8195514
4262,2.3127542,3.0647563,-0.133917,-1.631179,1.6687259
4263,2.8291634,1.9136977,0.7761357,-2.502266,-1.576644
4264,3.6198639,2.0364553,0.6162234,1.6014655,1.0324675
4265,4.3626367,1.4052805,0.1734142,-2.964634,-2.897099
4266,3.9958123,1.4700295,0.7266417,-1.125397,-0.447468
4267,3.7008226,1.7702869,0.9038986,-2.251497,-0.529948
4268,2.7091062,2.8271222,-0.950666,-1.165584,1.3812417
4269,2.9794945,2.5659265,0.1438743,1.1689743,0.4040941
4270,3.5300256,1.5863942,-0.446972,-2.872175,-2.192555
4271,3.2513549,2.3300267,0.2116782,0.3259959,-1.482283
4272,4.0487741,1.7755733,0.6740155,-0.915936,2.9944651
4273,3.3021984,2.2724807,0.2928300,2.7231331,-2.283873
4274,3.5259738,2.0563685,-0.410928,2.8717896,1.5089815
4275,2.4643182,2.8352289,0.3652188,0.0452278,-2.456046
4276,2.9242262,2.5669033,0.7221879,-2.155259,1.9912848
4277,3.6554048,1.8447116,-0.088038,0.9302702,0.4568304
4278,2.4581707,3.0819454,-0.064360,-2.545128,1.9157412
4279,2.4185073,3.1651196,-0.822391,-1.576537,-2.580675
4280,4.0581097,1.3396397,0.6540220,-1.283638,-0.528265
4281,3.1518387,2.2057736,0.1810724,1.6842882,-0.076154
4282,2.8585152,2.3132079,0.6071401,1.6125007,2.4084108
4283,2.2946671,2.3358076,0.6472786,0.3245248,-0.881444
4284,2.3210172,2.4552288,-0.260046,-1.562152,-1.716183
4285,3.1753403,1.6975591,-0.352195,0.1729385,-1.017994
4286,2.8821999,1.7695129,0.8779474,1.6976162,2.0858231
4287,3.7229986,1.4958798,-0.799712,-0.102110,-0.390785
4288,3.8720172,1.3852484,0.1698700,-0.655770,-1.469871
4289,2.9701600,2.5519632,-0.128462,0.8472724,1.5711487
4290,2.2006182,3.1496403,0.8325346,2.3390407,-0.681630
4291,3.5773570,2.0873041,0.2941438,0.7644069,1.4935592
4292,3.1206864,1.5861702,-0.678218,2.0289652,-1.609551
4293,3.0818007,2.4551084,-0.416392,0.6072981,1.4106795
4294,4.0154289,1.5568027,0.9816510,-0.012244,-2.358847
4295,2.9641824,2.5927454,-0.934226,1.3509556,-0.595115
4296,2.8654375,2.6927030,0.3140549,-1.235528,0.4753936
4297,2.5293043,2.427333,0.4926460,-2.308060,0.0574285
4298,2.3256542,3.0951956,-0.488643,2.5286778,-2.269834
4299,3.9432389,1.8084215,0.8451413,2.6723764,0.8781830
4300,3.2844722,1.5131631,-0.882769,-1.601951,1.4692036
4301,3.8967815,1.6467110,0.2583374,-2.638940,2.1573250
4302,3.7011631,1.4938264,-0.288951,-0.593969,2.3210148
4303,3.8414298,1.7683771,-0.542633,0.6279228,0.6057840
4304,2.7897612,1.8735228,-0.426818,2.3672407,-2.976670
4305,4.5038798,1.3443751,0.0026806,-3.078968,2.6029645
4306,2.2916802,3.2029358,0.2804389,1.4191270,-1.906320
4307,2.5985236,2.6489867,-0.892344,-2.821306,-2.009818
4308,3.9445775,1.4433817,0.0381481,0.8016199,-2.256576
4309,3.5110659,2.0737127,-0.321700,-0.442708,-2.938920
4310,3.1163768,1.6668359,-0.775871,1.9765001,-2.014845
4311,3.6877776,2.0352398,0.0629242,0.2782217,-1.241315
4312,4.0663682,1.4776003,-0.058495,2.8581762,1.5331763
4313,2.8660167,2.7107231,0.1824233,-0.974045,3.0075556
4314,2.8757144,2.6484189,0.9793458,2.9743145,-2.368704
4315,4.4012492,1.5443692,0.1538321,2.3706954,2.4167028
4316,3.4590110,1.5046862,-0.261853,1.8517321,-1.715527
4317,3.6993326,1.8780844,-0.048553,-2.899241,1.9982622
4318,4.4642629,1.1773238,0.7355786,-0.858727,2.9682709
4319,4.2306614,1.5374349,0.4380818,0.9471360,1.2040373
4320,4.0145157,1.5284005,-0.136031,1.2520777,2.5811205
4321,3.0227285,2.5301597,-0.827393,1.1934891,-2.379964
4322,3.0740373,1.6665237,-0.878365,2.5986780,-2.446965
4323,3.5788989,2.1959477,-0.544704,2.6264926,1.8553385
4324,2.7253595,2.6958367,0.7568667,-1.738220,1.3901944
4325,3.3086650,1.5246014,-0.307418,1.0221641,2.2772724
4326,3.8252526,1.7413595,-0.192455,-1.182459,0.5655127
4327,3.5051331,2.1163832,0.5918128,2.9725200,0.1080594
4328,3.65164,1.4058921,-0.931573,0.3771087,2.5812095
4329,3.1948697,2.3199136,-0.044281,-0.436520,-2.095130
4330,3.1882858,1.6340708,-0.234389,0.7830615,-2.455158
4331,3.9602190,1.6057984,0.2905831,1.8075201,-1.810531
4332,3.0223812,2.0457646,-0.848163,0.0176989,-2.666567
4333,4.3781171,1.5106999,0.8967333,1.9902130,-3.135376
4334,2.3880524,2.2094735,0.4474943,-1.945090,-1.727439
4335,3.4209003,1.4566247,-0.298385,0.5702391,-0.432659
4336,4.5687074,1.2783538,0.2782795,-1.213698,-0.681901
4337,4.0758604,1.2366985,0.4562841,2.3621767,2.9211289
4338,3.0186925,2.6008007,-0.336210,-1.807043,-1.000739
4339,2.6793257,1.9204579,-0.270896,0.5059291,1.3273751
4340,3.5729819,2.1183092,0.2303118,2.9163771,1.0583196
4341,3.7351076,1.6636020,0.1891569,-2.481866,-2.879534
4342,3.3033522,2.2556014,0.9755579,-0.483972,-0.638972
4343,3.4112029,1.8476713,0.9495479,-1.352660,1.7957907
4344,3.8321088,1.7204028,-0.205290,-1.215168,1.2329186
4345,3.7077994,1.8337114,-0.956739,-1.791233,-1.971411
4346,2.9822332,2.4740791,-0.870263,0.1997849,-1.706417
4347,3.4643876,2.0588889,0.6001970,1.1471192,-2.645905
4348,4.1548370,1.4966160,0.9708179,1.0341893,-2.252382
4349,3.5381781,1.6928055,-0.940079,2.7174569,-1.192826
4350,3.6277570,1.9516469,-0.197128,-1.898885,-1.488878
4351,3.3708127,2.1649001,-0.866686,-0.969593,-2.727226
4352,2.4892896,3.1225802,-0.010427,0.8762277,-2.424031
4353,2.7568621,2.7111872,0.0410776,1.7921357,-2.558991
4354,4.0983971,1.4221339,0.8141882,-0.033734,-2.970910
4355,2.8876057,2.7041840,0.1295070,0.6835028,-0.194485
4356,4.1314727,1.4354899,0.1214871,2.1341370,0.7056224
4357,3.8274074,1.4309963,-0.936668,-1.942383,1.7132654
4358,4.4709470,1.2410160,-0.974547,-0.544461,-1.450616
4359,3.2850609,1.5422226,0.3722379,-1.741403,-1.426992
4360,2.7889395,2.8105980,-0.084363,-2.750485,-2.028366
4361,4.1678403,1.5585035,-0.688174,0.8975430,1.4659671
4362,3.0547553,2.5630591,0.1524991,-2.984604,0.1129997
4363,4.3606886,1.2346096,-0.104174,0.2361741,0.5041412
4364,2.9964967,1.9421168,-0.543112,0.6317403,-0.168367
4365,3.6166151,1.4714049,0.8719188,-2.536582,-2.407676
4366,2.7767973,2.7823037,-0.061968,-1.471840,2.3063955
4367,3.7256040,2.0691435,-0.255388,-1.126422,3.1038800
4368,3.2055923,1.9764101,0.9487857,1.9234991,2.8893225
4369,4.4498208,1.3338743,-0.618293,1.3237720,0.9835879
4370,4.4453955,1.5100815,-0.005792,1.1404096,-1.871044
4371,2.3593443,2.8962019,0.9434364,2.4929373,-2.035830
4372,3.0977445,2.4949351,0.3641297,1.2449427,-1.315637
4373,3.8388056,1.4108821,0.7219501,-2.171832,1.8866272
4374,3.3178293,2.2858191,0.5737205,-1.315866,0.7523850
4375,2.6115695,2.4899865,0.4265588,1.1381703,2.9424576
4376,3.0741226,2.0517290,-0.776031,-2.515070,-0.581027
4377,3.1940016,2.4677005,-0.191745,-0.410531,0.3689588
4378,4.3997406,1.2614515,-0.709376,2.3871916,2.8147267
4379,2.5594369,2.8782018,-0.546635,2.1228180,-1.526884
4380,4.0558942,1.4668684,0.3400731,0.4332730,-2.735364
4381,2.4982707,3.1249654,0.8921334,-2.040757,1.9059598
4382,2.2062114,2.5052392,-0.820102,-1.553375,-1.482435
4383,2.5568842,3.0394888,0.3841696,-0.218876,2.1972729
4384,2.3221025,2.7382583,-0.660142,-2.941479,1.4787533
4385,3.3716931,2.2289235,-0.998065,-0.514783,-1.104855
4386,4.0619480,1.5260273,0.1493190,2.1020332,-0.566447
4387,4.4262235,1.4373114,-0.497190,-0.471928,2.7506846
4388,3.9162151,1.6990432,0.1481601,-2.677940,1.9647749
4389,4.4000280,1.4680227,0.0055412,2.9163342,1.2639631
4390,3.6868290,1.6825461,-0.346087,3.0125238,-0.082294
4391,2.5300984,3.0618930,0.9364429,-0.410548,-2.292099
4392,2.8841979,2.6829018,0.6494705,1.9154525,-1.237764
4393,3.6675622,1.8138152,0.0655319,-2.405517,-1.137038
4394,3.5257476,2.0272122,-0.280927,0.3108139,-1.354695
4395,4.3577087,1.2135504,0.4161374,0.2341949,-0.144866
4396,4.0638199,1.5522610,0.5246919,-2.278407,0.6070586
4397,4.2182309,1.3969648,0.4567583,-2.979750,1.7757958
4398,2.7969701,2.4493756,-0.613881,-1.841245,0.5225782
4399,4.0858503,1.6706874,0.5230235,-1.507759,1.6767783
4400,4.1896839,1.5916652,-0.690912,-2.330245,1.8293997
4401,4.1080915,1.8428811,-0.124268,1.8946011,2.1731520
4402,4.3494636,1.2434186,-0.238068,-0.382310,1.8494366
4403,3.4666070,2.2274445,0.0689677,-2.286553,-0.023689
4404,2.6668586,2.6087143,0.4858164,1.4213721,2.1283310
4405,2.9253447,2.6247679,0.0787059,-0.729431,2.9222923
4406,4.4810089,1.2814305,-0.227500,-2.873998,-0.711205
4407,4.3469799,1.3110453,-0.127365,-2.472696,-1.646542
4408,3.6692392,1.4193637,0.9730088,-1.480402,2.7122715
4409,2.1242703,3.0176270,0.4969885,2.3838936,0.0007733
4410,4.5569507,1.3602844,-0.143666,-2.229294,-1.408320
4411,2.9468006,1.7933385,0.3145047,1.3960147,-1.085727
4412,3.9576705,1.5485916,0.3643621,-1.113309,0.4220538
4413,3.6038049,1.4859128,0.1445450,0.0192551,-1.447204
4414,4.1997832,1.6753391,0.7596546,-1.720761,0.3963341
4415,3.5265052,2.2578022,0.4114960,-2.561655,-0.576659
4416,2.3431721,2.8713238,0.3292968,-0.978699,-0.573604
4417,4.4556572,1.1887378,0.9056100,1.6639000,1.2540537
4418,2.6538727,3.0019249,-0.571053,0.2062839,1.2160789
4419,3.9300772,1.4683556,-0.952401,-1.908107,2.6111351
4420,2.8189394,2.7583989,0.2755189,2.1374456,0.7843975
4421,4.4836332,1.4491101,0.2863667,1.3482797,-2.358259
4422,4.5164623,1.2013949,-0.622176,0.6215873,-0.979659
4423,3.8008595,1.7028116,-0.685945,-2.951317,-1.403760
4424,3.5281523,1.4377726,-0.203718,3.0174262,2.4076380
4425,2.4340730,2.2829368,0.5219292,0.0756287,-0.828593
4426,3.3243500,1.5860263,0.0069340,1.5110785,0.1985305
4427,3.3416322,2.0623260,-0.491310,-0.990564,-0.094955
4428,4.4232449,1.5222958,-0.848506,0.6020421,0.0887782
4429,3.8149208,1.7848548,0.0696819,1.4602664,0.0231647
4430,4.3589289,1.5968960,-0.374420,0.2147658,-2.978266
4431,3.7512647,1.5282963,-0.493591,0.8267383,0.0624427
4432,4.3591648,1.1778523,0.2358838,0.3077031,2.2899004
4433,3.7117287,1.5074638,-0.035188,2.8814749,-2.733093
4434,3.4405996,2.1474173,0.8714815,-2.026401,1.9558799
4435,4.3724836,1.3916228,0.9037546,2.7556560,-2.810609
4436,3.1277190,2.5689528,-0.087165,0.0611582,-0.068371
4437,3.2997181,1.5106146,0.0852721,-0.359259,-0.152819
4438,2.7623046,2.8256114,0.2000334,-0.928360,1.6365787
4439,4.3187392,1.3238344,-0.796239,0.1826903,1.0331828
4440,2.3063645,3.0871106,-0.598449,-0.654155,1.6690798
4441,3.1550680,1.7840096,-0.461203,2.8628113,0.7845957
4442,3.6169752,2.0072762,0.7343579,0.2433213,0.1898801
4443,3.7911965,1.4617542,0.0979500,-2.256791,3.0108889
4444,4.3117847,1.4828621,0.3971563,-3.028601,0.6327677
4445,3.6986231,1.4138514,-0.938038,0.2063595,2.0910442
4446,3.3110717,1.6886457,0.6925421,-0.218512,-2.511102
4447,2.3646248,3.1308040,-0.880102,-2.933171,-0.927157
4448,2.6281702,2.8323266,0.5056641,-1.857331,-1.151379
4449,3.1228391,2.5284145,0.1538306,2.3491045,-0.560273
4450,2.9215864,1.7449962,-0.223096,0.3352102,3.0252368
4451,3.7922063,1.6300739,0.1401656,-1.111822,1.3832280
4452,3.6759955,1.3825404,0.4322278,0.5640856,1.8079244
4453,3.3425965,2.2040002,0.3803562,-0.743991,1.4883554
4454,2.4537785,3.0127695,-0.905152,2.1812824,-2.946949
4455,3.4993361,1.9365180,-0.584097,-0.866453,2.9283005
4456,4.5335425,1.3643969,0.8247673,1.5325479,2.2730054
4457,4.4278200,1.1914670,0.959521,0.5922049,-0.058778
4458,2.9832145,2.5606097,0.1408287,-0.100395,2.2917061
4459,3.1163838,1.6504385,-0.899966,-1.304717,0.0922024
4460,4.2095753,1.4555020,-0.366727,-1.491945,-1.747959
4461,4.3360507,1.4257486,0.6265983,2.9339739,2.2604421
4462,4.0626184,1.5582484,-0.505822,-1.930280,0.4937087
4463,3.5000185,1.4176508,-0.208847,-0.144525,-2.778234
4464,3.5578752,2.0139555,0.9077331,-1.079086,-0.713276
4465,2.4624335,3.0572063,0.6707491,0.7835332,-2.125250
4466,3.3806333,2.3963883,0.3023293,1.7605538,1.2837233
4467,2.6180848,2.9399997,-0.848477,0.2422618,1.4833965
4468,2.7092329,2.1634929,-0.525203,-0.821775,-2.494621
4469,4.3111465,1.3088745,0.1075272,0.7772755,-0.355251
4470,2.2308820,3.1659514,-0.307813,1.2676203,0.3650028
4471,4.0448760,1.2844009,-0.133639,-0.383159,-2.011547
4472,4.3484974,1.5724642,-0.201360,1.8231146,1.1174975
4473,2.3450486,2.9186007,-0.667828,-2.971451,0.6864053
4474,4.2443089,1.6068492,-0.982483,0.1774118,2.6536737
4475,3.3435486,1.4708228,-0.646009,-0.998501,3.0856501
4476,3.5729587,2.1260369,0.6614655,-2.062650,0.6421901
